SG_UF,CD_MUNICIPIO,NM_MUNICIPIO.x,NR_TURNO,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,NM_MUNICIPIO.y,DS_CARGO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,comparecimento,NM_MUNICIPIO,edu_superior,edu_ate_fundamental
RN,18031,PORTALEGRE,2,5728,4634,PORTALEGRE,Presidente,4404,,0.768854748603352,PORTALEGRE,0.0665153631284916,0.566689944134078
SP,70858,SÃO JOÃO DAS DUAS PONTES,1,2396,2394,SÃO JOÃO DAS DUAS PONTES,Presidente,1567,,0.654006677796327,SÃO JOÃO DAS DUAS PONTES,0.0333889816360601,0.536727879799666
SC,80489,ARABUTÃ,1,3759,3754,ARABUTÃ,Presidente,2876,,0.765097100292631,ARABUTÃ,0.0441606810321894,0.598563447725459
PI,11118,LANDRI SALES,1,4472,4470,LANDRI SALES,Presidente,3080,,0.688729874776386,LANDRI SALES,0.0668604651162791,0.637298747763864
MG,41785,CABECEIRA GRANDE,2,5348,5351,CABECEIRA GRANDE,Presidente,3405,,0.636686611817502,CABECEIRA GRANDE,0.0304786836200449,0.643792071802543
SE,31550,INDIAROBA,1,11860,11884,INDIAROBA,Presidente,8400,,0.708263069139966,INDIAROBA,0.0391231028667791,0.655986509274874
SP,61930,BALBINOS,2,1488,1485,BALBINOS,Presidente,946,,0.635752688172043,BALBINOS,0.0598118279569893,0.424731182795699
GO,95052,OURO VERDE DE GOIÁS,1,3450,3450,OURO VERDE DE GOIÁS,Presidente,2428,,0.703768115942029,OURO VERDE DE GOIÁS,0.0840579710144928,0.543188405797102
PI,10138,ANÍSIO DE ABREU,1,6368,6365,ANÍSIO DE ABREU,Presidente,5060,,0.794597989949749,ANÍSIO DE ABREU,0.0546482412060302,0.662374371859297
BA,36730,JUSSIAPE,2,6675,6673,JUSSIAPE,Presidente,4403,,0.659625468164794,JUSSIAPE,0.0125842696629213,0.720898876404494
AL,28150,OLHO D'ÁGUA DO CASADO,2,6834,6830,OLHO D ÁGUA DO CASADO,Presidente,4813,,0.704272753877671,OLHO D'ÁGUA DO CASADO,0.0199004975124378,0.773046532045654
SC,82830,RIO DAS ANTAS,1,5395,5385,RIO DAS ANTAS,Presidente,4022,,0.745505097312326,RIO DAS ANTAS,0.0344763670064875,0.672659870250232
MT,90166,NOVA MARILÂNDIA,1,2634,2220,NOVA MARILÂNDIA,Presidente,1759,,0.667805618830676,NOVA MARILÂNDIA,0.033788914198937,0.560744115413819
PB,21113,OLIVEDOS,1,3555,3556,OLIVEDOS,Presidente,2688,,0.756118143459916,OLIVEDOS,0.0475386779184248,0.564275668073137
PI,12637,FLORESTA DO PIAUÍ,1,2457,2458,FLORESTA DO PIAUÍ,Presidente,1768,,0.71957671957672,FLORESTA DO PIAUÍ,0.0374440374440374,0.710622710622711
PR,75779,GUAPOREMA,2,1917,1917,GUAPOREMA,Presidente,1365,,0.712050078247261,GUAPOREMA,0.0365153886280647,0.541992696922274
SP,70416,SANTA MARIA DA SERRA,2,4135,4134,SANTA MARIA DA SERRA,Presidente,2795,,0.675937122128174,SANTA MARIA DA SERRA,0.0563482466747279,0.532285368802902
PR,75809,LUIZIANA,2,5528,5526,LUIZIANA,Presidente,4288,,0.775687409551375,LUIZIANA,0.0609623733719248,0.570911722141823
GO,95850,SANTA ROSA DE GOIÁS,1,2718,2718,SANTA ROSA DE GOIÁS,Presidente,2153,,0.792126563649743,SANTA ROSA DE GOIÁS,0.0923473142016188,0.560706401766004
SP,61115,ÁGUAS DE SÃO PEDRO,2,3786,3784,ÁGUAS DE SÃO PEDRO,Presidente,2622,,0.692551505546751,ÁGUAS DE SÃO PEDRO,0.271790808240888,0.254886423666138
MG,42331,CANAÃ,1,4199,4199,CANAÃ,Presidente,3157,,0.751845677542272,CANAÃ,0.0219099785663253,0.690640628721124
SP,62278,BILAC,1,6168,6166,BILAC,Presidente,4697,,0.76151102464332,BILAC,0.159533073929961,0.416828793774319
TO,73202,ITAPIRATINS,1,2728,2728,ITAPIRATINS,Presidente,2045,,0.749633431085044,ITAPIRATINS,0.0414222873900293,0.637096774193548
MG,42501,VARJÃO DE MINAS,2,5629,5633,VARJÃO DE MINAS,Presidente,3724,,0.661573991828034,VARJÃO DE MINAS,0.0202522650559602,0.600639545212293
MT,90824,GAÚCHA DO NORTE,1,4928,4932,GAÚCHA DO NORTE,Presidente,3269,,0.663352272727273,GAÚCHA DO NORTE,0.0434253246753247,0.656452922077922
PR,79596,GRANDES RIOS,1,5190,5189,GRANDES RIOS,Presidente,3562,,0.686319845857418,GRANDES RIOS,0.0196531791907514,0.650481695568401
RS,89400,ROLADOR,1,2159,2156,ROLADOR,Presidente,1712,,0.792959703566466,ROLADOR,0.0453913849004169,0.643816581750811
RS,89320,NOVO XINGU,2,1559,1555,NOVO XINGU,Presidente,1238,,0.794098781270045,NOVO XINGU,0.072482360487492,0.583066067992303
PR,75124,BELA VISTA DA CAROBA,1,2793,2796,BELA VISTA DA CAROBA,Presidente,2359,,0.844611528822055,BELA VISTA DA CAROBA,0.0547798066595059,0.620479770855711
MG,48054,MARLIÉRIA,1,4186,4192,MARLIÉRIA,Presidente,2997,,0.71595795508839,MARLIÉRIA,0.0372670807453416,0.544672718585762
SP,65315,IRAPUÃ,2,5727,5725,IRAPUÃ,Presidente,3780,,0.660031430068099,IRAPUÃ,0.0623363017286537,0.557185262790292
SC,80780,SÃO MIGUEL DA BOA VISTA,1,1655,1654,SÃO MIGUEL DA BOA VISTA,Presidente,1268,,0.766163141993958,SÃO MIGUEL DA BOA VISTA,0.079154078549849,0.611480362537764
PI,12165,CARIDADE DO PIAUÍ,1,4327,4322,CARIDADE DO PIAUÍ,Presidente,3531,,0.816038825976427,CARIDADE DO PIAUÍ,0.0563901086202912,0.659579385255373
SC,82996,ROMELÂNDIA,1,3650,3649,ROMELÂNDIA,Presidente,3050,,0.835616438356164,ROMELÂNDIA,0.0616438356164384,0.637808219178082
SE,32212,ROSÁRIO DO CATETE,1,8315,8300,ROSÁRIO DO CATETE,Presidente,5875,,0.706554419723392,ROSÁRIO DO CATETE,0.0464221286831028,0.544798556825015
SC,82813,RANCHO QUEIMADO,1,2809,2805,RANCHO QUEIMADO,Presidente,2296,,0.817372730509078,RANCHO QUEIMADO,0.13065147739409,0.516553933784265
SP,67997,PACAEMBU,2,9013,8999,PACAEMBU,Presidente,5645,,0.626317541329191,PACAEMBU,0.112171308110507,0.469543992011539
SP,66516,LUCIANÓPOLIS,2,2074,2074,LUCIANÓPOLIS,Presidente,1406,,0.677917068466731,LUCIANÓPOLIS,0.0380906460945034,0.527000964320154
BA,35173,FIRMINO ALVES,2,4818,4813,FIRMINO ALVES,Presidente,3094,,0.642175176421752,FIRMINO ALVES,0.0259443752594438,0.70755500207555
MG,41637,BONFINÓPOLIS DE MINAS,2,5114,5113,BONFINÓPOLIS DE MINAS,Presidente,3003,,0.587211576065702,BONFINÓPOLIS DE MINAS,0.0506452874462261,0.585256159561987
RN,17175,JOSÉ DA PENHA,1,4793,4791,JOSÉ DA PENHA,Presidente,3595,,0.750052159399124,JOSÉ DA PENHA,0.0642603797204256,0.663467556853745
MG,53538,SOBRÁLIA,1,4516,4522,SOBRÁLIA,Presidente,2939,,0.650797165633304,SOBRÁLIA,0.0551372896368468,0.632860938883968
MG,47651,LEANDRO FERREIRA,1,3203,3207,LEANDRO FERREIRA,Presidente,2369,,0.739619107087106,LEANDRO FERREIRA,0.0243521698407743,0.639712769278801
PI,12700,SÃO MIGUEL DO FIDALGO,1,2477,2478,SÃO MIGUEL DO FIDALGO,Presidente,1904,,0.768671780379491,SÃO MIGUEL DO FIDALGO,0.052079127977392,0.687525232135648
SP,68195,PARANAPUÃ,1,3144,3140,PARANAPUÃ,Presidente,2301,,0.731870229007634,PARANAPUÃ,0.0693384223918575,0.525763358778626
RS,87025,MATO CASTELHANO,1,2564,2563,MATO CASTELHANO,Presidente,2067,,0.80616224648986,MATO CASTELHANO,0.0826833073322933,0.521450858034321
MG,44610,DORES DE GUANHÃES,2,5034,5037,DORES DE GUANHÃES,Presidente,2949,,0.585816448152563,DORES DE GUANHÃES,0.0220500595947557,0.677393722685737
MG,52752,SÃO MIGUEL DO ANTA,1,6007,6005,SÃO MIGUEL DO ANTA,Presidente,4263,,0.709672049275845,SÃO MIGUEL DO ANTA,0.0279673714000333,0.669885134010321
TO,94692,MONTE DO CARMO,1,4531,4528,MONTE DO CARMO,Presidente,3365,,0.742661664091812,MONTE DO CARMO,0.0776870448024719,0.532553520194218
PR,84557,ALTAMIRA DO PARANÁ,1,3293,3293,ALTAMIRA DO PARANÁ,Presidente,2455,,0.745520801700577,ALTAMIRA DO PARANÁ,0.0601275432736107,0.575463103552991
TO,92592,BABAÇULÂNDIA,2,5952,5951,BABAÇULÂNDIA,Presidente,4588,,0.770833333333333,BABAÇULÂNDIA,0.0784610215053763,0.526545698924731
MG,42021,DELTA,2,6092,6093,DELTA,Presidente,3959,,0.649868680236376,DELTA,0.0252790544977019,0.622455679579777
RO,728,PRIMAVERA DE RONDÔNIA,1,2773,2776,PRIMAVERA DE RONDÔNIA,Presidente,2085,,0.75189325640101,PRIMAVERA DE RONDÔNIA,0.0645510277677605,0.599350883519654
PB,20311,GURJÃO,2,2961,2955,GURJÃO,Presidente,2257,,0.762242485646741,GURJÃO,0.0688956433637285,0.552516041877744
RS,87602,SANTA CLARA DO SUL,2,5022,4229,SANTA CLARA DO SUL,Presidente,4089,,0.814217443249701,SANTA CLARA DO SUL,0.0591397849462366,0.59099960175229
SP,67571,NOVA ALIANÇA,1,5100,5098,NOVA ALIANÇA,Presidente,3532,,0.692549019607843,NOVA ALIANÇA,0.0488235294117647,0.527843137254902
SP,69574,RIBEIRA,2,2996,2999,RIBEIRA,Presidente,1969,,0.65720961281709,RIBEIRA,0.0253671562082777,0.539385847797063
RS,88382,ITAARA,2,3915,3912,ITAARA,Presidente,3065,,0.782886334610473,ITAARA,0.112899106002554,0.466411238825032
SP,64599,GUARACI,2,8419,8417,GUARACI,Presidente,5378,,0.638793205843924,GUARACI,0.0642594132319753,0.503385200142535
MG,41513,BOM JESUS DA PENHA,1,3421,3420,BOM JESUS DA PENHA,Presidente,2440,,0.713241742180649,BOM JESUS DA PENHA,0.0368313358667056,0.624963460976323
MG,43770,CORDISBURGO,1,7178,7174,CORDISBURGO,Presidente,4910,,0.684034550013931,CORDISBURGO,0.0277235998885483,0.602674839788242
RJ,58890,RIO DAS FLORES,2,8514,8507,RIO DAS FLORES,Presidente,5580,,0.6553911205074,RIO DAS FLORES,0.0641296687808316,0.549800328870096
RS,87432,MATA,2,4066,4063,MATA,Presidente,3004,,0.738809640924742,MATA,0.0708312838170192,0.629119527791441
SC,80225,ABDON BATISTA,2,2325,2322,ABDON BATISTA,Presidente,1838,,0.790537634408602,ABDON BATISTA,0.047741935483871,0.626236559139785
AL,28738,SÃO MIGUEL DOS MILAGRES,1,6446,6449,SÃO MIGUEL DOS MILAGRES,Presidente,4155,,0.644585789636984,SÃO MIGUEL DOS MILAGRES,0.037542662116041,0.619764194849519
MT,90204,GLÓRIA D'OESTE,2,2603,2602,GLÓRIA D OESTE,Presidente,1783,,0.684978870533999,GLÓRIA D'OESTE,0.0265078755282367,0.664233576642336
PR,74519,BARRA DO JACARÉ,1,2510,2508,BARRA DO JACARÉ,Presidente,1916,,0.763346613545817,BARRA DO JACARÉ,0.125099601593625,0.41394422310757
PR,75310,CRUZEIRO DO SUL,2,3845,3844,CRUZEIRO DO SUL,Presidente,3115,,0.810143042912874,CRUZEIRO DO SUL,0.0925877763328999,0.508712613784135
SP,61611,ARANDU,2,5873,5872,ARANDU,Presidente,3885,,0.66150178784267,ARANDU,0.0418865996935127,0.555423122765197
MG,42978,CASA GRANDE,2,2518,2521,CASA GRANDE,Presidente,1734,,0.688641779189833,CASA GRANDE,0.0440826052422558,0.600079428117554
RS,87580,SALVADOR DAS MISSÕES,2,2445,2443,SALVADOR DAS MISSÕES,Presidente,2017,,0.824948875255624,SALVADOR DAS MISSÕES,0.089161554192229,0.505112474437628
PR,74578,BOA ESPERANÇA,1,3651,3651,BOA ESPERANÇA,Presidente,2943,,0.80608052588332,BOA ESPERANÇA,0.115036976170912,0.473568885236921
SC,82139,MODELO,1,3332,3331,MODELO,Presidente,2731,,0.819627851140456,MODELO,0.0963385354141657,0.505702280912365
TO,73148,NOVO ALEGRE,1,1866,1861,NOVO ALEGRE,Presidente,1273,,0.682207931404073,NOVO ALEGRE,0.0996784565916399,0.45016077170418
RS,86452,ESMERALDA,1,2637,2637,ESMERALDA,Presidente,1969,,0.746681835419037,ESMERALDA,0.0894956389836936,0.613576033371255
PR,79758,MARILENA,1,6030,3372,MARILENA,Presidente,4038,,0.669651741293532,MARILENA,0.0412935323383085,0.579270315091211
MG,40258,ALAGOA,1,2499,2499,ALAGOA,Presidente,1791,,0.716686674669868,ALAGOA,0.0348139255702281,0.653461384553822
MG,41025,MÁRIO CAMPOS,1,11146,11145,MÁRIO CAMPOS,Presidente,7987,,0.716579938991567,MÁRIO CAMPOS,0.0208146420240445,0.562802799210479
MG,40487,NAQUE,1,5321,5321,NAQUE,Presidente,3417,,0.642172523961661,NAQUE,0.0169141138883668,0.639353504980267
RS,85189,HARMONIA,2,3624,3624,HARMONIA,Presidente,3084,,0.850993377483444,HARMONIA,0.0736754966887417,0.525110375275938
RS,85480,SÃO MIGUEL DAS MISSÕES,2,5633,5631,SÃO MIGUEL DAS MISSÕES,Presidente,4386,,0.778625954198473,SÃO MIGUEL DAS MISSÕES,0.0584058228297532,0.634297887448962
RS,88668,VALE VERDE,1,2993,2990,VALE VERDE,Presidente,2255,,0.753424657534247,VALE VERDE,0.05045105245573,0.660541262946876
MG,41955,CACHOEIRA DOURADA,1,2202,2208,CACHOEIRA DOURADA,Presidente,1556,,0.706630336058129,CACHOEIRA DOURADA,0.119891008174387,0.441871026339691
PB,19925,ALGODÃO DE JANDAÍRA,1,2798,2796,ALGODÃO DE JANDAÍRA,Presidente,2183,,0.780200142959257,ALGODÃO DE JANDAÍRA,0.0314510364546104,0.65975696926376
MG,40169,DURANDÉ,2,6533,6534,DURANDÉ,Presidente,4246,,0.64993111893464,DURANDÉ,0.0151538343793051,0.708862697076382
PB,21830,SÃO JOÃO DO TIGRE,1,3646,3646,SÃO JOÃO DO TIGRE,Presidente,2711,,0.743554580362041,SÃO JOÃO DO TIGRE,0.0290729566648382,0.684585847504114
TO,73164,TAIPAS DO TOCANTINS,2,1734,1733,TAIPAS DO TOCANTINS,Presidente,1087,,0.626874279123414,TAIPAS DO TOCANTINS,0.066320645905421,0.574971164936563
SC,80420,BRAÇO DO TROMBUDO,1,2846,2846,BRAÇO DO TROMBUDO,Presidente,2499,,0.878074490513001,BRAÇO DO TROMBUDO,0.0931131412508784,0.486999297259311
MG,49298,PAINS,1,6775,6770,PAINS,Presidente,4857,,0.71690036900369,PAINS,0.0366051660516605,0.588191881918819
SP,61441,SALTINHO,1,6500,6497,SALTINHO,Presidente,5147,,0.791846153846154,SALTINHO,0.0655384615384615,0.441384615384615
MG,43893,CORONEL MURTA,1,6998,6989,CORONEL MURTA,Presidente,4670,,0.667333523863961,CORONEL MURTA,0.0258645327236353,0.607745070020006
MG,44652,DORES DO TURVO,1,5063,5057,DORES DO TURVO,Presidente,3524,,0.696030021726249,DORES DO TURVO,0.0598459411416156,0.59608927513332
SP,69957,SAGRES,2,2088,2088,SAGRES,Presidente,1407,,0.673850574712644,SAGRES,0.0502873563218391,0.498084291187739
RS,87190,JACUTINGA,1,2958,2957,JACUTINGA,Presidente,2420,,0.818120351588912,JACUTINGA,0.101081812035159,0.515551048005409
BA,36196,ITANAGRA,1,5587,5587,ITANAGRA,Presidente,3877,,0.693932342938965,ITANAGRA,0.0474315374977627,0.595847503132271
RN,16373,CAIÇARA DO RIO DO VENTO,1,3331,3333,CAIÇARA DO RIO DO VENTO,Presidente,2719,,0.816271389972981,CAIÇARA DO RIO DO VENTO,0.0420294205944161,0.594416091263885
BA,35874,IRAMAIA,1,8699,8690,IRAMAIA,Presidente,5470,,0.628807908955052,IRAMAIA,0.0054029198758478,0.791125416714565
MG,49999,PESCADOR,1,3508,3505,PESCADOR,Presidente,2232,,0.636259977194983,PESCADOR,0.0270809578107184,0.62884834663626
PI,10286,JACOBINA DO PIAUÍ,1,4575,4576,JACOBINA DO PIAUÍ,Presidente,3775,,0.825136612021858,JACOBINA DO PIAUÍ,0.0424043715846994,0.691366120218579
RS,85600,VISTA ALEGRE,1,2429,2427,VISTA ALEGRE,Presidente,2052,,0.844792095512557,VISTA ALEGRE,0.107451626183615,0.547550432276657
SC,83038,SALTO VELOSO,2,3564,3560,SALTO VELOSO,Presidente,2639,,0.740460157126824,SALTO VELOSO,0.0395622895622896,0.545173961840629
SC,80721,SANTA HELENA,2,2240,2238,SANTA HELENA,Presidente,1694,,0.75625,SANTA HELENA,0.0665178571428571,0.575
MA,7919,GRAÇA ARANHA,2,5734,5727,GRAÇA ARANHA,Presidente,3850,,0.671433554237879,GRAÇA ARANHA,0.00592954307638647,0.757237530519707
SP,67199,MOMBUCA,2,3296,3294,MOMBUCA,Presidente,2296,,0.696601941747573,MOMBUCA,0.0424757281553398,0.564016990291262
RN,17752,PARAZINHO,2,4545,4547,PARAZINHO,Presidente,3476,,0.764796479647965,PARAZINHO,0.0411441144114411,0.639383938393839
MG,54372,VIRGINÓPOLIS,2,8809,8801,VIRGINÓPOLIS,Presidente,4905,,0.556816891815189,VIRGINÓPOLIS,0.0342831195368373,0.604722442956068
MG,40479,ALVORADA DE MINAS,2,4141,4140,ALVORADA DE MINAS,Presidente,2235,,0.539724704177735,ALVORADA DE MINAS,0.024390243902439,0.669403525718426
RS,88480,UNISTALDA,2,2541,2535,UNISTALDA,Presidente,1839,,0.723730814639906,UNISTALDA,0.0554899645808737,0.597796143250689
MG,47651,LEANDRO FERREIRA,2,3203,3207,LEANDRO FERREIRA,Presidente,2204,,0.688104901654699,LEANDRO FERREIRA,0.0243521698407743,0.639712769278801
RS,86746,GENTIL,1,1535,1535,GENTIL,Presidente,1235,,0.804560260586319,GENTIL,0.0905537459283387,0.564169381107492
PR,74489,LIDIANÓPOLIS,1,3522,3521,LIDIANÓPOLIS,Presidente,2426,,0.688813174332766,LIDIANÓPOLIS,0.0247018739352641,0.619250425894378
MG,45136,FELIXLÂNDIA,2,11897,11904,FELIXLÂNDIA,Presidente,7208,,0.605867025300496,FELIXLÂNDIA,0.0239556190636295,0.647053879129192
GO,94919,NOVA AMÉRICA,2,2099,2099,NOVA AMÉRICA,Presidente,1568,,0.747022391615055,NOVA AMÉRICA,0.0981419723677942,0.515007146260124
SP,67679,NOVA LUZITÂNIA,2,2549,2549,NOVA LUZITÂNIA,Presidente,1957,,0.767752059631228,NOVA LUZITÂNIA,0.0910160847391134,0.435464888191448
RS,87394,MARCELINO RAMOS,2,3826,3826,MARCELINO RAMOS,Presidente,3113,,0.813643491897543,MARCELINO RAMOS,0.0987976999477261,0.573444851019341
TO,73466,OLIVEIRA DE FÁTIMA,2,1595,1594,OLIVEIRA DE FÁTIMA,Presidente,1010,,0.633228840125392,OLIVEIRA DE FÁTIMA,0.0564263322884013,0.49153605015674
SC,82732,PRESIDENTE CASTELLO BRANCO,1,1579,1579,PRESIDENTE CASTELLO BRANCO,Presidente,1313,,0.83153894870171,PRESIDENTE CASTELLO BRANCO,0.0354654844838505,0.61051298290057
MG,41734,BRÁS PIRES,2,4494,4493,BRÁS PIRES,Presidente,2592,,0.576769025367156,BRÁS PIRES,0.0556297285269248,0.583444592790387
RS,85138,ANTA GORDA,1,4829,4826,ANTA GORDA,Presidente,3838,,0.794781528266722,ANTA GORDA,0.0596396769517498,0.595775522882584
PB,20079,CURRAL VELHO,2,2244,1118,CURRAL VELHO,Presidente,1600,,0.71301247771836,CURRAL VELHO,0.0401069518716578,0.668003565062389
RS,88447,MAÇAMBARÁ,2,3715,3711,MAÇAMBARÁ,Presidente,2601,,0.700134589502019,MAÇAMBARÁ,0.058950201884253,0.602153432032301
MG,45098,SÃO GONÇALO DO RIO PRETO,1,2973,2970,SÃO GONÇALO DO RIO PRETO,Presidente,1777,,0.597712748065927,SÃO GONÇALO DO RIO PRETO,0.0319542549613185,0.615539858728557
RS,87645,SANTO ANTÔNIO DO PALMA,2,1891,1889,SANTO ANTÔNIO DO PALMA,Presidente,1486,,0.785827604442094,SANTO ANTÔNIO DO PALMA,0.0835536753040719,0.525118984664199
SC,80608,RIO RUFINO,1,2330,2331,RIO RUFINO,Presidente,1732,,0.743347639484979,RIO RUFINO,0.0369098712446352,0.639914163090129
BA,37834,PEDRÃO,1,5974,5970,PEDRÃO,Presidente,4178,,0.699363910277871,PEDRÃO,0.00853699363910278,0.725477067291597
PR,76279,JABOTI,2,3910,1806,JABOTI,Presidente,3049,,0.779795396419437,JABOTI,0.0869565217391304,0.528900255754476
SP,61808,PONTALINDA,1,3313,3310,PONTALINDA,Presidente,2133,,0.643827346815575,PONTALINDA,0.0492001207364926,0.580440688198008
PB,20699,LASTRO,1,3605,3594,LASTRO,Presidente,2781,,0.771428571428571,LASTRO,0.0421636615811373,0.662690707350902
PR,77135,NOSSA SENHORA DAS GRAÇAS,2,2909,2908,NOSSA SENHORA DAS GRAÇAS,Presidente,2278,,0.783086971467858,NOSSA SENHORA DAS GRAÇAS,0.0814712959779993,0.460639394981093
RS,85340,PINHAL,2,2114,2113,PINHAL,Presidente,1649,,0.78003784295175,PINHAL,0.0842005676442762,0.577578051087985
GO,92797,CABECEIRAS,2,5736,5736,CABECEIRAS,Presidente,4164,,0.725941422594142,CABECEIRAS,0.0944909344490934,0.466004184100418
MG,40754,ARAPUÁ,1,3162,3165,ARAPUÁ,Presidente,2145,,0.678368121442125,ARAPUÁ,0.102150537634409,0.541113219481341
PI,12610,SÃO GONÇALO DO GURGUÉIA,2,2045,2042,SÃO GONÇALO DO GURGUÉIA,Presidente,1528,,0.74718826405868,SÃO GONÇALO DO GURGUÉIA,0.0709046454767726,0.610268948655257
RS,87963,TIRADENTES DO SUL,2,4531,4528,TIRADENTES DO SUL,Presidente,3497,,0.771794305892739,TIRADENTES DO SUL,0.0430368572059148,0.699624806885897
GO,93483,SÃO PATRÍCIO,2,2185,2185,SÃO PATRÍCIO,Presidente,1579,,0.722654462242563,SÃO PATRÍCIO,0.0832951945080092,0.467734553775744
TO,73083,PALMEIRANTE,2,3294,3292,PALMEIRANTE,Presidente,2432,,0.738312082574378,PALMEIRANTE,0.0588949605343048,0.5986642380085
RS,84964,IBIRAPUITÃ,1,3418,3417,IBIRAPUITÃ,Presidente,2764,,0.80866003510825,IBIRAPUITÃ,0.0576360444704506,0.583382094792276
GO,93084,NOVA IGUAÇU DE GOIÁS,2,2822,2822,NOVA IGUAÇU DE GOIÁS,Presidente,1905,,0.675053153791637,NOVA IGUAÇU DE GOIÁS,0.0680368532955351,0.51665485471297
RS,84999,IPÊ,1,5297,5293,IPÊ,Presidente,4325,,0.816499905606947,IPÊ,0.0709835756088352,0.549556352652445
SP,61387,EMILIANÓPOLIS,1,2702,2698,EMILIANÓPOLIS,Presidente,1883,,0.696891191709845,EMILIANÓPOLIS,0.0621761658031088,0.492227979274611
SP,70815,SÃO FRANCISCO,2,2588,2588,SÃO FRANCISCO,Presidente,1691,,0.653400309119011,SÃO FRANCISCO,0.0680061823802164,0.573415765069552
RS,88102,VILA NOVA DO SUL,1,3518,3518,VILA NOVA DO SUL,Presidente,2553,,0.725696418419557,VILA NOVA DO SUL,0.0559977259806708,0.610289937464469
MG,51675,SANTANA DE CATAGUASES,1,3068,3064,SANTANA DE CATAGUASES,Presidente,2457,,0.800847457627119,SANTANA DE CATAGUASES,0.0867014341590613,0.509778357235984
RS,87904,SÉRIO,2,1967,1967,SÉRIO,Presidente,1540,,0.782918149466192,SÉRIO,0.0320284697508897,0.742755465175394
RO,647,RIO CRESPO,2,3043,3043,RIO CRESPO,Presidente,1985,,0.652316792638843,RIO CRESPO,0.0522510680249754,0.591192901741702
SP,62014,BARÃO DE ANTONINA,2,2725,2725,BARÃO DE ANTONINA,Presidente,1754,,0.643669724770642,BARÃO DE ANTONINA,0.0601834862385321,0.535779816513762
PB,21873,SÃO JOSÉ DE CAIANA,1,4743,1429,SÃO JOSÉ DE CAIANA,Presidente,3231,,0.681214421252372,SÃO JOSÉ DE CAIANA,0.0406915454353785,0.682901117436222
GO,93106,BURITI DE GOIÁS,2,2702,2702,BURITI DE GOIÁS,Presidente,2003,,0.741302738712065,BURITI DE GOIÁS,0.0984455958549223,0.515544041450777
SP,61344,CANITAR,2,3281,3279,CANITAR,Presidente,2395,,0.729960377933557,CANITAR,0.0637000914355379,0.512343797622676
MG,42501,VARJÃO DE MINAS,1,5629,5638,VARJÃO DE MINAS,Presidente,3910,,0.694617161129863,VARJÃO DE MINAS,0.0202522650559602,0.600639545212293
RS,86843,ITAPUCA,1,1844,1843,ITAPUCA,Presidente,1336,,0.724511930585683,ITAPUCA,0.0406724511930586,0.689804772234273
SC,80624,PASSOS MAIA,2,3179,3176,PASSOS MAIA,Presidente,2567,,0.807486631016043,PASSOS MAIA,0.0896508335954703,0.569046870084932
CE,13358,BAIXIO,2,5441,5304,BAIXIO,Presidente,3906,,0.717882742142988,BAIXIO,0.0404337437970961,0.610365741591619
MG,40770,ARAÚJOS,1,6402,6395,ARAÚJOS,Presidente,4622,,0.721961886910341,ARAÚJOS,0.0288972196188691,0.621212121212121
RN,17817,PASSA E FICA,1,8626,8625,PASSA E FICA,Presidente,6524,,0.756318108045444,PASSA E FICA,0.0464873637839091,0.62091351727336
SP,70238,SANTA CLARA D'OESTE,2,2207,2205,SANTA CLARA D OESTE,Presidente,1452,,0.657906660625283,SANTA CLARA D'OESTE,0.0715903942002719,0.521975532396919
CE,13269,POTIRETAMA,2,5397,5390,POTIRETAMA,Presidente,4012,,0.743375949601631,POTIRETAMA,0.0327959977765425,0.674634055957013
PI,12440,MADEIRO,2,5968,5968,MADEIRO,Presidente,4436,,0.743297587131367,MADEIRO,0.0325067024128686,0.634550938337802
PI,11177,MANOEL EMÍDIO,1,4298,4296,MANOEL EMÍDIO,Presidente,3382,,0.78687761749651,MANOEL EMÍDIO,0.0711959050721266,0.605630525825966
MT,90964,NOVA NAZARÉ,1,2392,2390,NOVA NAZARÉ,Presidente,1367,,0.571488294314381,NOVA NAZARÉ,0.0367892976588629,0.691053511705686
PR,74233,ANTONIO OLINTO,1,6271,6268,ANTONIO OLINTO,Presidente,4768,,0.760325306968586,ANTONIO OLINTO,0.0472014032849625,0.6223887737203
RJ,59056,SÃO SEBASTIÃO DO ALTO,1,6732,6732,SÃO SEBASTIÃO DO ALTO,Presidente,5013,,0.744652406417112,SÃO SEBASTIÃO DO ALTO,0.0745692216280452,0.562537136066548
SC,81698,JABORÁ,2,3690,3685,JABORÁ,Presidente,2943,,0.797560975609756,JABORÁ,0.0425474254742547,0.586991869918699
MG,41084,MONTE FORMOSO,2,4464,4460,MONTE FORMOSO,Presidente,2397,,0.536962365591398,MONTE FORMOSO,0.00940860215053763,0.740143369175627
PB,20931,MONTE HOREBE,2,3637,3633,MONTE HOREBE,Presidente,2767,,0.760791861424251,MONTE HOREBE,0.0492163871322519,0.650261204289249
MG,45195,FLORESTAL,1,6224,6223,FLORESTAL,Presidente,4416,,0.709511568123393,FLORESTAL,0.0592866323907455,0.533740359897172
MG,45373,FREI INOCÊNCIO,2,7002,7000,FREI INOCÊNCIO,Presidente,4309,,0.615395601256784,FREI INOCÊNCIO,0.0201371036846615,0.658526135389889
